INDID,CLASSID,CLASSDESC
46,A,Processing Aids
46,B,"Propellants, Aerating Agents & Gases"
46,C,Sequestrants
46,D,Solvents & Vehicles
46,E,Stabilizers & Thickeners
46,F,Surface-Active Agents
46,G,Surface-Finishing Agents
46,H,Synergists
46,I,Texturizers
46,Y,Food Additives For Human Use n.e.c.
