INDID,CLASSID,CLASSDESC
17,A,Red Meat/Exotic Red Meat Products
17,B,"Poultry Products, Part I"
17,C,Comb Prep Meats
17,D,Gelatin
17,E,"Red Meat/Exotic Red Meat Sausages, Salami"
17,F,Red Meat/Exotic Red Meat Soups/Stews/Chili/Ravioli
17,G,Game Meat Offal
17,M,Animal By Products
17,Y,"Meat/Exotic Meat Products, N.E.C."
