INDID,CLASSID,CLASSDESC
72,A,Pet Cat Food
72,B,Pet Dog Food
72,C,Pet Bird Food
72,D,Pet Fish Food
72,E,"Other Pet Food, N.E.C."
72,F,Pet Chews (Non-Nutritive)
72,G,Pet Treats
72,L,Lab Animal Food
72,Y,"Pet/Lab Animal Food, N.E.C."
