INDID,CLASSID,CLASSDESC
87,F,Portion of device code
87,G,Portion of device code
87,H,Portion of device code
87,J,Portion of device code
87,K,Portion of device code
87,L,Portion of device code
87,M,Portion of device code
87,N,Portion of device code
87,O,Portion of device code
87,P,Portion of device code
87,Q,Portion of device code
